SCHNEIDERETO	127711	600	H07Z1K2.5-NO-TOP	ETO_SP_MAT_14	TOP-CABLE	151N002M - Toxfree ZH H07Z1-K 1X2,5 NOIR	H07Z1K	200	0,2731	0,4532	0,1776	42723	mbenkovic	srubint	HU	0	Sans halogenes, IEC332-3
SCHNEIDERETO	127711	100	H07Z1K2.5-VJ-TOP	ETO_SP_MAT_15	TOP-CABLE	151V002M - Toxfree ZH H07Z1-K 1X2,5 J/V	H07Z1K	200	0,2731	0,4532	0,1776	42723	mbenkovic	srubint	HU	0	Sans halogenes, IEC332-3
SCHNEIDERETO	127711	2900	H07Z1K1.5-NO-TOP	ETO_SP_MAT_16	TOP-CABLE	151N001M - Toxfree ZH H07Z1-K 1X1,5 NOIR	H07Z1K	200	0,1531	0,2858	0,1044	42723	mbenkovic	srubint	HU	0	Sans halogenes, IEC332-3
SCHNEIDERETO	127711	100	H07Z1K1.5-VJ-TOP	ETO_SP_MAT_17	TOP-CABLE	151V001M - Toxfree ZH H07Z1-K 1X1,5 J/V	H07Z1K	200	0,1531	0,2858	0,112	42723	mbenkovic	srubint	HU	0	Sans halogenes, IEC332-3
SCHNEIDERETO	127711	100	H07Z1K10-NO-TOP	ETO_SP_MAT_11	TOP-CABLE	151N010. - Toxfree ZH H07Z1-K 1X10 NOIR	H07Z1K	100	1,2271	1,9327	0,7499	42723	mbenkovic	srubint	HU	0	Sans halogenes, IEC332-3
SCHNEIDERETO	127711	86	H07Z1K25-NO-TOP	ETO_SP_MAT_12	TOP-CABLE	151N025. - Toxfree ZH H07Z1-K 1X25 NOIR	H07Z1K	100	2,7905	4,6875	1,8188	42723	mbenkovic	srubint	HU	0	Sans halogenes, IEC332-3
SCHNEIDERETO	127711	40	H07Z1K35-NO-TOP	ETO_SP_MAT_13	TOP-CABLE	151N035. - Toxfree ZH H07Z1-K 1X35 NOIR	H07Z1K	100	4,0961	6,3997	2,4831	42723	mbenkovic	srubint	HU	0	Sans halogenes, IEC332-3
SCHNEIDERETO	127711	600	H07Z1K2.5-NO-TOP	ETO_SP_MAT_14	TOP-CABLE	151N002M - Toxfree ZH H07Z1-K 1X2,5 NOIR	H07Z1K	200	0,2731	0,4532	0,1776	42723	mbenkovic	srubint	HU	0	Sans halogenes, IEC332-3
SCHNEIDERETO	127711	100	H07Z1K2.5-VJ-TOP	ETO_SP_MAT_15	TOP-CABLE	151V002M - Toxfree ZH H07Z1-K 1X2,5 J/V	H07Z1K	200	0,2731	0,4532	0,1776	42723	mbenkovic	srubint	HU	0	Sans halogenes, IEC332-3
SCHNEIDERETO	127711	2900	H07Z1K1.5-NO-TOP	ETO_SP_MAT_16	TOP-CABLE	151N001M - Toxfree ZH H07Z1-K 1X1,5 NOIR	H07Z1K	200	0,1531	0,2858	0,1044	42723	mbenkovic	srubint	HU	0	Sans halogenes, IEC332-3
SCHNEIDERETO	127711	100	H07Z1K1.5-VJ-TOP	ETO_SP_MAT_17	TOP-CABLE	151V001M - Toxfree ZH H07Z1-K 1X1,5 J/V	H07Z1K	200	0,1531	0,2858	0,112	42723	mbenkovic	srubint	HU	0	Sans halogenes, IEC332-3
SCHNEIDERETO	127899	100	H07Z1K10-NO-TOP	ETO_SP_MAT_11	TOP-CABLE	151N010. - Toxfree ZH H07Z1-K 1X10 NOIR	H07Z1K	100	1,067	1,9327	0,7124	42747	mbenkovic	srubint	HU	0	Sans halogenes, IEC332-3
SCHNEIDERETO	127899	100	H07Z1K35-NO-TOP	ETO_SP_MAT_13	TOP-CABLE	151N035. - Toxfree ZH H07Z1-K 1X35 NOIR	H07Z1K	100	3,5618	6,3997	2,3589	42747	mbenkovic	srubint	HU	0	Sans halogenes, IEC332-3
SCHNEIDERETO	127899	200	H07Z1K2.5-NO-TOP	ETO_SP_MAT_14	TOP-CABLE	151N002M - Toxfree ZH H07Z1-K 1X2,5 NOIR	H07Z1K	200	0,2375	0,4532	0,1671	42747	mbenkovic	srubint	HU	0	Sans halogenes, IEC332-3
SCHNEIDERETO	127899	400	H07Z1K2.5-NO-TOP	ETO_SP_MAT_14	TOP-CABLE	151N002M - Toxfree ZH H07Z1-K 1X2,5 NOIR	H07Z1K	200	0,2375	0,4532	0,1671	42747	mbenkovic	srubint	HU	0	Sans halogenes, IEC332-3
SCHNEIDERETO	127899	200	H07Z1K2.5-VJ-TOP	ETO_SP_MAT_15	TOP-CABLE	151V002M - Toxfree ZH H07Z1-K 1X2,5 J/V	H07Z1K	200	0,2375	0,4532	0,1671	42747	mbenkovic	srubint	HU	0	Sans halogenes, IEC332-3
SCHNEIDERETO	127899	1000	H07Z1K1.5-NO-TOP	ETO_SP_MAT_16	TOP-CABLE	151N001M - Toxfree ZH H07Z1-K 1X1,5 NOIR	H07Z1K	200	0,1331	0,2858	0,1053	42747	mbenkovic	srubint	HU	0	Sans halogenes, IEC332-3
SCHNEIDERETO	127899	3000	H07Z1K1.5-NO-TOP	ETO_SP_MAT_16	TOP-CABLE	151N001M - Toxfree ZH H07Z1-K 1X1,5 NOIR	H07Z1K	200	0,1331	0,2858	0,1053	42747	mbenkovic	srubint	HU	0	Sans halogenes, IEC332-3
SCHNEIDERETO	127899	200	H07Z1K1.5-VJ-TOP	ETO_SP_MAT_17	TOP-CABLE	151V001M - Toxfree ZH H07Z1-K 1X1,5 J/V	H07Z1K	200	0,1331	0,2858	0,1053	42747	mbenkovic	srubint	HU	0	Sans halogenes, IEC332-3
SCHNEIDERCTO	128298	200	H07Z1K10-NO-TOP		TOP-CABLE	151N010. - Toxfree ZH H07Z1-K 1X10 NOIR	H07Z1K	100	1,2271	1,9327	0,7124	42759	mhetlerovicova	msliva	HU	0	Sans halogenes, IEC332-3
SCHNEIDERCTO	128298	100	H07Z1K25-NO-TOP		TOP-CABLE	151N025. - Toxfree ZH H07Z1-K 1X25 NOIR	H07Z1K	100	2,7905	4,6875	1,7278	42759	mhetlerovicova	msliva	HU	0	Sans halogenes, IEC332-3
SCHNEIDERCTO	128298	100	H07Z1K35-NO-TOP		TOP-CABLE	151N035. - Toxfree ZH H07Z1-K 1X35 NOIR	H07Z1K	100	4,0961	6,3997	2,3589	42759	mhetlerovicova	msliva	HU	0	Sans halogenes, IEC332-3
SCHNEIDERCTO	128298	400	H07Z1K2.5-NO-TOP		TOP-CABLE	151N002M - Toxfree ZH H07Z1-K 1X2,5 NOIR	H07Z1K	200	0,2422	0,4532	0,1671	42768	mhetlerovicova	msliva	HU	0	Sans halogenes, IEC332-3
SCHNEIDERCTO	128298	600	H07Z1K2.5-NO-TOP		TOP-CABLE	151N002M - Toxfree ZH H07Z1-K 1X2,5 NOIR	H07Z1K	200	0,2422	0,4532	0,1671	42768	mhetlerovicova	msliva	HU	0	Sans halogenes, IEC332-3
SCHNEIDERCTO	128298	400	H07Z1K2.5-NO-TOP		TOP-CABLE	151N002M - Toxfree ZH H07Z1-K 1X2,5 NOIR	H07Z1K	200	0,2422	0,4532	0,1671	42768	mhetlerovicova	msliva	HU	0	Sans halogenes, IEC332-3
SCHNEIDERCTO	128298	600	H07Z1K2.5-NO-TOP		TOP-CABLE	151N002M - Toxfree ZH H07Z1-K 1X2,5 NOIR	H07Z1K	200	0,2422	0,4532	0,1671	42768	mhetlerovicova	msliva	HU	0	Sans halogenes, IEC332-3
SCHNEIDERCTO	128298	200	H07Z1K2.5-VJ-TOP		TOP-CABLE	151V002M - Toxfree ZH H07Z1-K 1X2,5 J/V	H07Z1K	200	0,2731	0,4532	0,1671	42759	mhetlerovicova	msliva	HU	0	Sans halogenes, IEC332-3
SCHNEIDERCTO	128298	200	H07Z1K2.5-VJ-TOP		TOP-CABLE	151V002M - Toxfree ZH H07Z1-K 1X2,5 J/V	H07Z1K	200	0,2731	0,4532	0,1671	42759	mhetlerovicova	msliva	HU	0	Sans halogenes, IEC332-3
SCHNEIDERCTO	128298	3000	H07Z1K1.5-NO-TOP		TOP-CABLE	151N001M - Toxfree ZH H07Z1-K 1X1,5 NOIR	H07Z1K	200	0,1531	0,2858	0,1053	42759	mhetlerovicova	msliva	HU	0	Sans halogenes, IEC332-3
SCHNEIDERCTO	128298	3000	H07Z1K1.5-NO-TOP		TOP-CABLE	151N001M - Toxfree ZH H07Z1-K 1X1,5 NOIR	H07Z1K	200	0,1531	0,2858	0,1053	42759	mhetlerovicova	msliva	HU	0	Sans halogenes, IEC332-3
SCHNEIDERCTO	128298	1200	H07Z1K1.5-NO-TOP		TOP-CABLE	151N001M - Toxfree ZH H07Z1-K 1X1,5 NOIR	H07Z1K	200	0,1531	0,2858	0,1053	42759	mhetlerovicova	msliva	HU	0	Sans halogenes, IEC332-3
SCHNEIDERCTO	128298	3000	H07Z1K1.5-NO-TOP		TOP-CABLE	151N001M - Toxfree ZH H07Z1-K 1X1,5 NOIR	H07Z1K	200	0,1359	0,2858	0,1053	42768	mhetlerovicova	msliva	HU	0	Sans halogenes, IEC332-3
SCHNEIDERCTO	128298	200	H07Z1K1.5-VJ-TOP		TOP-CABLE	151V001M - Toxfree ZH H07Z1-K 1X1,5 J/V	H07Z1K	200	0,1531	0,2858	0,1053	42759	mhetlerovicova	msliva	HU	0	Sans halogenes, IEC332-3
SCHNEIDERCTO	128298	200	H07Z1K1.5-VJ-TOP		TOP-CABLE	151V001M - Toxfree ZH H07Z1-K 1X1,5 J/V	H07Z1K	200	0,1531	0,2858	0,1053	42759	mhetlerovicova	msliva	HU	0	Sans halogenes, IEC332-3
SCHNEIDERCTO	128312	100	H07Z1K50-NO-TOP		TOP-CABLE	151N050. - Toxfree ZH H07Z1-K 1X50 NOIR	H07Z1K	100	4,8224	9,113	3,3591	42773	mhetlerovicova	msliva	HU	0	Touret par 100m - Sans halogenes, IEC332-3
SCHNEIDERCTO	128376	1000	H07Z1K10-NO-TOP	ETO_SP_MAT_11	TOP-CABLE	151N010. - Toxfree ZH H07Z1-K 1X10 NOIR	H07Z1K	100	1,0857	1,9327	0,7124	42776	mhetlerovicova	msliva	HU	0	Sans halogenes, IEC332-3
SCHNEIDERCTO	128376	1000	H07Z1K25-NO-TOP		TOP-CABLE	151N025. - Toxfree ZH H07Z1-K 1X25 NOIR	H07Z1K	100	2,4733	4,6875	1,7278	42776	mhetlerovicova	msliva	HU	0	Sans halogenes, IEC332-3
SCHNEIDERCTO	128376	500	H07Z1K35-NO-TOP	ETO_SP_MAT_13	TOP-CABLE	151N035. - Toxfree ZH H07Z1-K 1X35 NOIR	H07Z1K	100	3,6273	6,3997	2,3589	42776	mhetlerovicova	msliva	HU	0	Sans halogenes, IEC332-3
SCHNEIDERCTO	128376	500	H07Z1K2.5-NO-TOP	ETO_SP_MAT_14	TOP-CABLE	151N002M - Toxfree ZH H07Z1-K 1X2,5 NOIR	H07Z1K	200	0,2422	0,4532	0,1671	42776	mhetlerovicova	msliva	HU	0	Sans halogenes, IEC332-3
SCHNEIDERCTO	128376	200	H07Z1K2.5-VJ-TOP	ETO_SP_MAT_15	TOP-CABLE	151V002M - Toxfree ZH H07Z1-K 1X2,5 J/V	H07Z1K	200	0,2422	0,4532	0,1671	42773	mhetlerovicova	msliva	HU	0	Sans halogenes, IEC332-3
SCHNEIDERCTO	128376	1000	H07Z1K1.5-NO-TOP	ETO_SP_MAT_16	TOP-CABLE	151N001M - Toxfree ZH H07Z1-K 1X1,5 NOIR	H07Z1K	200	0,1359	0,2858	0,1053	42776	mhetlerovicova	msliva	HU	0	Sans halogenes, IEC332-3
SCHNEIDERCTO	128376	200	H07Z1K1.5-VJ-TOP	ETO_SP_MAT_17	TOP-CABLE	151V001M - Toxfree ZH H07Z1-K 1X1,5 J/V	H07Z1K	200	0,1359	0,2858	0,1053	42773	mhetlerovicova	msliva	HU	0	Sans halogenes, IEC332-3
SCHNEIDERCTO	128376	500	H07Z1K50-NO-TOP	ETO_SP_MAT_18	TOP-CABLE	151N050. - Toxfree ZH H07Z1-K 1X50 NOIR	H07Z1K	100	4,8224	9,113	3,3591	42776	mhetlerovicova	msliva	HU	0	Touret par 100m - Sans halogenes, IEC332-3
SCHNEIDERCTO	128701	100	H07Z1K25-NO-TOP		TOP-CABLE	151N025. - Toxfree ZH H07Z1-K 1X25 NOIR	H07Z1K	100	2,5571	4,7832	1,7278	42781	mbenkovic	sdavid	HU	0	Sans halogenes, IEC332-3
SCHNEIDERCTO	128701	100	H07Z1K35-NO-TOP		TOP-CABLE	151N035. - Toxfree ZH H07Z1-K 1X35 NOIR	H07Z1K	100	3,7446	6,5303	2,3589	42781	mbenkovic	sdavid	HU	0	Sans halogenes, IEC332-3
SCHNEIDERCTO	128701	500	H07Z1K2.5-NO-TOP		TOP-CABLE	151N002M - Toxfree ZH H07Z1-K 1X2,5 NOIR	H07Z1K	200	0,2506	0,4624	0,1671	42781	mbenkovic	sdavid	HU	0	Sans halogenes, IEC332-3
SCHNEIDERCTO	128701	100	H07Z1K2.5-VJ-TOP		TOP-CABLE	151V002M - Toxfree ZH H07Z1-K 1X2,5 J/V	H07Z1K	200	0,2506	0,4624	0,1671	42781	mbenkovic	sdavid	HU	0	Sans halogenes, IEC332-3
SCHNEIDERCTO	128701	2000	H07Z1K1.5-NO-TOP		TOP-CABLE	151N001M - Toxfree ZH H07Z1-K 1X1,5 NOIR	H07Z1K	200	0,1409	0,2916	0,1053	42781	mbenkovic	sdavid	HU	0	Sans halogenes, IEC332-3
SCHNEIDERCTO	128701	100	H07Z1K1.5-VJ-TOP		TOP-CABLE	151V001M - Toxfree ZH H07Z1-K 1X1,5 J/V	H07Z1K	200	0,1409	0,2916	0,1053	42781	mbenkovic	sdavid	HU	0	Sans halogenes, IEC332-3
SCHNEIDERCTO	128303	100	H07Z1K10-NO-TOP		TOP-CABLE	151N010. - Toxfree ZH H07Z1-K 1X10 NOIR	H07Z1K	100	1,0857	1,9327	0,7124	42782	mbenkovic	sdavid	HU	0	Sans halogenes, IEC332-3
SCHNEIDERCTO	128303	100	H07Z1K25-NO-TOP		TOP-CABLE	151N025. - Toxfree ZH H07Z1-K 1X25 NOIR	H07Z1K	100	2,7905	4,6875	1,7278	42760	mbenkovic	sdavid	HU	0	Sans halogenes, IEC332-3
SCHNEIDERCTO	128303	100	H07Z1K35-NO-TOP		TOP-CABLE	151N035. - Toxfree ZH H07Z1-K 1X35 NOIR	H07Z1K	100	4,0961	6,3997	2,3589	42760	mbenkovic	sdavid	HU	0	Sans halogenes, IEC332-3
SCHNEIDERCTO	128303	600	H07Z1K2.5-NO-TOP		TOP-CABLE	151N002M - Toxfree ZH H07Z1-K 1X2,5 NOIR	H07Z1K	200	0,2422	0,4532	0,1671	42782	mbenkovic	sdavid	HU	0	Sans halogenes, IEC332-3
SCHNEIDERCTO	128303	600	H07Z1K2.5-NO-TOP		TOP-CABLE	151N002M - Toxfree ZH H07Z1-K 1X2,5 NOIR	H07Z1K	200	0,2422	0,4532	0,1671	42782	mbenkovic	sdavid	HU	0	Sans halogenes, IEC332-3
SCHNEIDERCTO	128303	200	H07Z1K2.5-VJ-TOP		TOP-CABLE	151V002M - Toxfree ZH H07Z1-K 1X2,5 J/V	H07Z1K	200	0,2731	0,4532	0,1671	42760	mbenkovic	sdavid	HU	0	Sans halogenes, IEC332-3
SCHNEIDERCTO	128303	2800	H07Z1K1.5-NO-TOP		TOP-CABLE	151N001M - Toxfree ZH H07Z1-K 1X1,5 NOIR	H07Z1K	200	0,1359	0,2858	0,1053	42782	mbenkovic	sdavid	HU	0	Sans halogenes, IEC332-3
SCHNEIDERCTO	128303	3000	H07Z1K1.5-NO-TOP		TOP-CABLE	151N001M - Toxfree ZH H07Z1-K 1X1,5 NOIR	H07Z1K	200	0,1359	0,2858	0,1053	42782	mbenkovic	sdavid	HU	0	Sans halogenes, IEC332-3
SCHNEIDERCTO	128303	200	H07Z1K1.5-VJ-TOP		TOP-CABLE	151V001M - Toxfree ZH H07Z1-K 1X1,5 J/V	H07Z1K	200	0,1531	0,2858	0,1053	42760	mbenkovic	sdavid	HU	0	Sans halogenes, IEC332-3
SCHNEIDERCTO	128298	1800	H07Z1K1.5-NO-TOP		TOP-CABLE	151N001M - Toxfree ZH H07Z1-K 1X1,5 NOIR	H07Z1K	200	0,1531	0,2858	0,1053	42768	mbenkovic	sdavid	HU	0	Sans halogenes, IEC332-3
